"customer_id","customer_name","customer_segment","order_details_id","order_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_name","product_category","product_subcategory","product_manufacturer","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode"
"82","Benjamin Patterson","Consumer","46","CA-2015-101462","727","4","0","28","0.46","60","GE 4 Foot Flourescent Tube, 40 Watt","Furniture","Furnishings","GE","2015-04-20 00:00:00","Los Angeles","California","West","United States","90045","2015-04-25 00:00:00","Standard Class"
"698","Shirley Daniels","Home Office","47","CA-2015-101476","605","1","0","30","0.43","70","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","Epson","2015-09-12 00:00:00","New Rochelle","New York","East","United States","10801","2015-09-13 00:00:00","First Class"
"149","Chris Selesnick","Corporate","48","CA-2015-101560","475","4","0","4","0.33","13","Crayola Colored Pencils","Office Supplies","Art","Crayola","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class"
"149","Chris Selesnick","Corporate","49","CA-2015-101560","715","3","0","22","0.49","46","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","GBC","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class"
"149","Chris Selesnick","Corporate","50","CA-2015-101560","1728","7","0","40","0.47","86","Xerox 1933","Office Supplies","Paper","Xerox","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class"
"149","Chris Selesnick","Corporate","51","CA-2015-101560","559","5","0","44","0.11","398","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","Eldon","2015-11-28 00:00:00","Columbia","South Carolina","South","United States","29203","2015-12-01 00:00:00","Second Class"
"539","Mick Crebagga","Consumer","52","CA-2015-101602","147","3","0.2","-9","-0.23","41","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","Other","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class"
"539","Mick Crebagga","Consumer","53","CA-2015-101602","996","5","0.3","-22","-0.03","763","Lifetime Advantage Folding Chairs, 4/Carton","Furniture","Chairs","Other","2015-12-15 00:00:00","El Paso","Texas","Central","United States","79907","2015-12-18 00:00:00","First Class"
"415","Karen Bern","Corporate","54","CA-2015-101770","257","1","0.7","-1","-0.7","2","Avery Hole Reinforcements","Office Supplies","Binders","Avery","2015-03-31 00:00:00","Miami","Florida","South","United States","33180","2015-04-04 00:00:00","Standard Class"
"283","Frank Gastineau","Home Office","55","CA-2015-101833","1475","3","0","17","0.5","34","Southworth 100% Cotton The Best Paper","Office Supplies","Paper","Southworth","2015-11-17 00:00:00","New York City","New York","East","United States","10024","2015-11-22 00:00:00","Second Class"
"757","Todd Sumrall","Corporate","56","CA-2015-101931","1445","2","0","0","0.01","6","Serrated Blade or Curved Handle Hand Letter Openers","Office Supplies","Supplies","Other","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class"
"757","Todd Sumrall","Corporate","57","CA-2015-101931","260","2","0.2","2","0.31","7","Avery Non-Stick Binders","Office Supplies","Binders","Avery","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class"
"757","Todd Sumrall","Corporate","58","CA-2015-101931","583","5","0","38","0.27","141","Eldon Portable Mobile Manager","Office Supplies","Storage","Eldon","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class"
"757","Todd Sumrall","Corporate","59","CA-2015-101931","1307","2","0","14","0.03","481","Premier Automatic Letter Opener","Office Supplies","Supplies","Other","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class"
"757","Todd Sumrall","Corporate","60","CA-2015-101931","1196","6","0.15","-36","-0.06","617","O'Sullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","O'Sullivan","2015-10-28 00:00:00","Los Angeles","California","West","United States","90049","2015-10-31 00:00:00","First Class"
"660","Russell Applegate","Consumer","61","CA-2015-102008","1572","1","0","24","0.5","49","Tops Green Bar Computer Printout Paper","Office Supplies","Paper","Other","2015-09-30 00:00:00","New York City","New York","East","United States","10011","2015-10-04 00:00:00","Standard Class"
"400","Joy Daniels","Consumer","62","CA-2015-102085","230","4","0","14","0.47","29","Avery 519","Office Supplies","Labels","Avery","2015-10-04 00:00:00","Seattle","Washington","West","United States","98115","2015-10-09 00:00:00","Standard Class"
"204","Dave Hallsten","Corporate","63","CA-2015-102274","1137","3","0","1","0.27","5","Newell 322","Office Supplies","Art","Newell","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class"
"204","Dave Hallsten","Corporate","64","CA-2015-102274","1001","1","0","10","0.27","37","Logitech B530 USB Headset - headset - Full size, Binaural","Technology","Phones","Logitech","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class"
"204","Dave Hallsten","Corporate","65","CA-2015-102274","1483","3","0","10","0.05","194","Space Solutions Commercial Steel Shelving","Office Supplies","Storage","Space Solutions","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class"
"204","Dave Hallsten","Corporate","66","CA-2015-102274","1111","6","0","302","0.48","629","Multicolor Computer Printout Paper","Office Supplies","Paper","Other","2015-11-21 00:00:00","Richmond","Kentucky","South","United States","40475","2015-11-26 00:00:00","Standard Class"
"265","Erica Hackney","Consumer","67","CA-2015-102295","758","1","0.2","-18","-0.15","121","Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","Global","2015-11-24 00:00:00","Sacramento","California","West","United States","95823","2015-11-26 00:00:00","Second Class"
"57","Arianne Irving","Consumer","68","CA-2015-102330","122","6","0","44","0.5","89","Alphabetical Labels for Top Tab Filing","Office Supplies","Labels","Other","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class"
"57","Arianne Irving","Consumer","69","CA-2015-102330","884","4","0.2","36","0.11","320","HTC One","Technology","Phones","HTC","2015-12-29 00:00:00","Brentwood","California","West","United States","94513","2016-01-03 00:00:00","Standard Class"
"336","Ionia McGrath","Consumer","70","CA-2015-102645","1746","6","0","19","0.48","40","Xerox 195","Office Supplies","Paper","Xerox","2015-01-23 00:00:00","Las Vegas","Nevada","West","United States","89115","2015-01-28 00:00:00","Standard Class"
"37","Andy Yotov","Corporate","71","CA-2015-102652","1815","3","0","9","0.48","19","Xerox 211","Office Supplies","Paper","Xerox","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class"
"37","Andy Yotov","Corporate","72","CA-2015-102652","393","7","0","13","0.39","33","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","Furniture","Furnishings","C-Line","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class"
"37","Andy Yotov","Corporate","73","CA-2015-102652","1735","1","0","27","0.48","55","Xerox 194","Office Supplies","Paper","Xerox","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class"
"37","Andy Yotov","Corporate","74","CA-2015-102652","1537","2","0","16","0.17","92","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","Furnishings","Tenex","2015-04-06 00:00:00","Los Angeles","California","West","United States","90049","2015-04-12 00:00:00","Standard Class"
"441","Ken Heidel","Corporate","75","CA-2015-102673","1507","5","0.2","1","0.19","8","Staples","Office Supplies","Fasteners","Other","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class"
"441","Ken Heidel","Corporate","76","CA-2015-102673","1135","3","0.2","1","0.09","10","Newell 320","Office Supplies","Art","Newell","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class"
"441","Ken Heidel","Corporate","77","CA-2015-102673","224","12","0.2","16","0.33","48","Avery 513","Office Supplies","Labels","Avery","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class"
"441","Ken Heidel","Corporate","78","CA-2015-102673","435","9","0.2","110","0.11","979","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","Phones","Cisco","2015-11-01 00:00:00","Charlotte","North Carolina","South","United States","28205","2015-11-05 00:00:00","Standard Class"
"475","Logan Currie","Consumer","79","CA-2015-102869","1814","3","0.2","5","0.35","16","Xerox 210","Office Supplies","Paper","Xerox","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class"
"475","Logan Currie","Consumer","80","CA-2015-102869","1056","3","0.2","5","0.29","17","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","Master Caster","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class"
"475","Logan Currie","Consumer","81","CA-2015-102869","1363","6","0.2","-5","-0.08","65","Rosewill 107 Normal Keys USB Wired Standard Keyboard","Technology","Accessories","Other","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class"
"475","Logan Currie","Consumer","82","CA-2015-102869","1295","1","0.4","-32","-0.23","136","Polycom SoundPoint IP 450 VoIP phone","Technology","Phones","Polycom","2015-09-09 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2015-09-14 00:00:00","Second Class"
"312","Greg Maxwell","Corporate","83","CA-2015-102988","1754","2","0","6","0.49","13","Xerox 1957","Office Supplies","Paper","Xerox","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class"
"312","Greg Maxwell","Corporate","84","CA-2015-102988","475","7","0","8","0.33","23","Crayola Colored Pencils","Office Supplies","Art","Crayola","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class"
"312","Greg Maxwell","Corporate","85","CA-2015-102988","1136","7","0","7","0.29","23","Newell 321","Office Supplies","Art","Newell","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class"
"312","Greg Maxwell","Corporate","86","CA-2015-102988","159","1","0","8","0.29","29","AT&T CL82213","Technology","Phones","AT&T","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class"
"312","Greg Maxwell","Corporate","87","CA-2015-102988","1050","5","0","83","0.02","4164","Martin Yale Chadless Opener Electric Letter Opener","Office Supplies","Supplies","Martin-Yale","2015-04-05 00:00:00","Alexandria","Virginia","South","United States","22304","2015-04-09 00:00:00","Second Class"
"18","Alejandro Grove","Consumer","88","CA-2015-103058","421","2","0","8","0.08","100","Case Logic 2.4GHz Wireless Keyboard","Technology","Accessories","Other","2015-07-23 00:00:00","New York City","New York","East","United States","10011","2015-07-24 00:00:00","First Class"
"277","Evan Bailliet","Consumer","89","CA-2015-103086","678","2","0.6","-2","-0.3","5","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","Furniture","Furnishings","G. E.","2015-10-17 00:00:00","Houston","Texas","Central","United States","77095","2015-10-19 00:00:00","Second Class"
"7","Adrian Barton","Consumer","90","CA-2015-103100","195","1","0","2","0.47","4","Avery 487","Office Supplies","Labels","Avery","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class"
"7","Adrian Barton","Consumer","91","CA-2015-103100","898","3","0","497","0.45","1104","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico","2015-12-20 00:00:00","Indianapolis","Indiana","Central","United States","46203","2015-12-23 00:00:00","First Class"
"785","Vivek Grady","Corporate","92","CA-2015-103191","1377","3","0.2","-83","-0.25","332","SAFCO Commercial Wire Shelving, Black","Office Supplies","Storage","SAFCO","2015-09-22 00:00:00","Chicago","Illinois","Central","United States","60653","2015-09-27 00:00:00","Standard Class"
"81","Benjamin Farhat","Home Office","93","CA-2015-103219","548","9","0","21","0.38","57","Eldon 200 Class Desk Accessories, Black","Furniture","Furnishings","Eldon","2015-11-09 00:00:00","New York City","New York","East","United States","10035","2015-11-13 00:00:00","Standard Class"
"311","Greg Matthias","Consumer","94","CA-2015-103310","1480","2","0","19","0.48","40","Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies","Paper","Southworth","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class"
"311","Greg Matthias","Consumer","95","CA-2015-103310","75","6","0","11","0.27","41","Acme Design Stainless Steel Bent Scissors","Office Supplies","Supplies","Acme","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class"
"311","Greg Matthias","Consumer","96","CA-2015-103310","846","1","0.2","32","0.13","257","Hon Pagoda Stacking Chairs","Furniture","Chairs","Hon","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class"
"311","Greg Matthias","Consumer","97","CA-2015-103310","1629","5","0.2","125","0.09","1432","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other","2015-05-10 00:00:00","San Jose","California","West","United States","95123","2015-05-15 00:00:00","Standard Class"
"234","Don Miller","Corporate","98","CA-2015-103317","1641","5","0.7","-7","-0.7","10","Wilson Jones Four-Pocket Poly Binders","Office Supplies","Binders","Wilson Jones","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class"
"234","Don Miller","Corporate","99","CA-2015-103317","108","2","0.2","5","0.28","20","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","Advantus","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class"
"234","Don Miller","Corporate","100","CA-2015-103317","1040","3","0.2","16","0.08","213","Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","Luxo","2015-07-05 00:00:00","Palm Coast","Florida","South","United States","32137","2015-07-08 00:00:00","First Class"
"420","Karl Braun","Consumer","101","CA-2015-103331","274","1","0","2","0.46","3","Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","Other","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class"
"420","Karl Braun","Consumer","102","CA-2015-103331","91","4","0","4","0.38","11","Acrylic Self-Standing Desk Frames","Furniture","Furnishings","Other","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class"
"420","Karl Braun","Consumer","103","CA-2015-103331","1776","3","0","8","0.49","17","Xerox 1978","Office Supplies","Paper","Xerox","2015-08-26 00:00:00","Newark","Delaware","East","United States","19711","2015-09-01 00:00:00","Standard Class"
"265","Erica Hackney","Consumer","104","CA-2015-103366","1000","5","0","66","0.44","150","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","Accessories","Logitech","2015-01-15 00:00:00","Roswell","Georgia","South","United States","30076","2015-01-17 00:00:00","First Class"
"117","Bruce Stewart","Consumer","105","CA-2015-103373","144","2","0.4","-169","-0.22","780","Apple iPhone 5","Technology","Phones","Apple","2015-05-18 00:00:00","Cleveland","Ohio","East","United States","44105","2015-05-24 00:00:00","Standard Class"
"303","Georgia Rosenberg","Corporate","106","CA-2015-103401","1815","2","0","6","0.48","13","Xerox 211","Office Supplies","Paper","Xerox","2015-11-21 00:00:00","San Francisco","California","West","United States","94110","2015-11-26 00:00:00","Standard Class"
"454","Laurel Workman","Corporate","107","CA-2015-103429","699","2","0.2","9","0.35","26","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","GBC","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class"
"454","Laurel Workman","Corporate","108","CA-2015-103429","1744","4","0","18","0.45","40","Xerox 1948","Office Supplies","Paper","Xerox","2015-05-30 00:00:00","New York City","New York","East","United States","10024","2015-06-01 00:00:00","First Class"
